Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_studio,spark,aws,excel
LEAD COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SPACE DATA SYSTEMS,"$75K-$127K
(Glassdoor est.)","Our Space Data Systems team is looking for a Software Lead to manage the development of Java web applications to support a variety of NASA/ESA space missions. The applications support space missions by providing tools for planning mission activities, instrument telemetry data management, data analysis, spaceflight operations tools, and space manufacturing support. Responsibilities will include leading software developers, developing software in Java in accordance with the SDS software engineering process, creating and improving existing web pages with JavaScript, Spring, jQuery, and CSS, writing SQL to work with MariaDB and Oracle databases, and collaborating with scientists and engineers to plan new features and review products in development.


Education/Experience:


Requires a BS or MS degree in Computer Science. Must have at least a 3.0 GPA. Must have at least 5 years of software development experience. Must have experience as a software lead, software technical lead or software project manager. Experience with Java or either C++, C#, Groovy, or Scala and willingness to learn Java is required. JSP, Servlet, Spring, or SQL experience (Oracle or MySQL) is preferred. Experience with JavaScript, jQuery, and CSS is a plus. Experience with Apache HTTPD and Apache Tomcat is a plus. Experience developing solutions from customer interactions is a plus. A valid/clear driver's license is required.


Special Considerations:


Must be a U.S. citizen or Permanent Resident due to ITAR work in section.

Job Locations: San Antonio, Texas


For more information about this division, visit the Space Science & Engineering home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",4.0,"Southwest Research Institute
4.0","San Antonio, TX",-1,1001 to 5000 Employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),-1,0,0,75,127,101.0,"Southwest Research Institute
", TX,0,73,0,0,0,0,0
Data Scientist,"$74K-$119K
(Glassdoor est.)","As a part of the Data Science team, you will run the development of next-generation platforms for customers micro-segmentation, clusterization, behavior analysis, and prediction as well as building up new improved recommendation systems for the customers.

You will use your expertise to design data science models and frameworks, data processing pipelines, and lead efforts of the ML models productization.

You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time. You will also manage stakeholder communications and present your project across a wide spectrum of management levels.

Data Scientist is supposed to handle complex problems independently and demonstrate analytical thinking. At this position, you should be able to make judgments and recommendations based on the analysis and interpretation of data.

The position requires excellent communication skills and experience working directly with technical teams as well as with business stakeholders. Being able to present findings in a meaningful and clear way is a must.

Responsibilities:
Work with a team of skilled data scientists and data engineers
Plan the R&D process to fit sprint goals as well as the project milestones.
Design a new solution architecture for customers clusterization, NLP, and prediction analysis.
Drive the collection, cleaning, processing, and analysis of new and existing data sources.
Lead ML models development using Python/Tensorflow/Keras/Spark stack.
Communicate with business stakeholders to clarify their requirements and present the teamwork results.
Learn & stay current on developments in one or more analytics domains: Optimization, Machine Learning, Deep Learning / AI, Simulation, etc.
Requirements:
Advanced degree (MS/PhD) in a relevant technical field (e.g., Computer Science, Mathematics, Applied Mathematics, Statistics, Operations Research) with 5+ years’ experience in related data science, analytics, and model building roles.
Strong practical knowledge of analytical techniques and methodologies such as machine learning (supervised and unsupervised techniques), segmentation, time series modeling, response modeling, lift modeling, survival analysis.
Experience with look-alike modeling and sequential-input models, RNNs (LSTM, GRU, etc.)
Experience with NLP and textual data analysis.
Strong working experience in Python, SQL and NoSQL DBs.
Practical skills in usage of big data technologies and tools including Hadoop, MapReduce, Hive, Spark.
Fluency in such technologies like Tensorflow, keras, scikit, gensim, stanfordNLP, PySpark.
Understanding of and experience with customer intelligence & marketing domains a plus.
Great communication and presentation skills. Proven ability to present progress made by the team to senior business management and the project stakeholders.
Familiarity with cloud ML Platforms (Google AI Platform, Amazon Sagemaker, MS Azure AI Platform) is a plus.
Experience in working across different global cultures is a plus.
We offer:
Opportunity to work on bleeding-edge projects
Work with a highly motivated and dedicated team
Very competitive salary
Flexible schedule
Medical insurance
Benefits program
Corporate social events
Professional development opportunities
NB:

Placement and Staffing Agencies need not apply. We do not work with C2C at this time. At this moment, we are not able to process H1B transfers. Applicants with CPT and OPT visas are welcome to apply.

About Us:

Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors.

We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season.

Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, omnichannel services, DevOps, and cloud enablement.",3.9,"Grid Dynamics Consulting
3.9","Atlanta, GA",-1,1001 to 5000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1,0,0,74,119,96.5,"Grid Dynamics Consulting
", GA,0,14,1,0,1,0,1
Data Engineer,"$72K-$135K
(Glassdoor est.)","ARC is searching for a Data Engineer to join our team! In this role, you will provide software development and product delivery support for data products and product teams. You will be responsible for product delivery data pipelines and the product lifecycle with direction from the Product Owner, the Solution Owner and technical guidance from Solution Architects.
If you are searching for a position where you can lend your technical expertise and experience professional growth, then we want to hear from you.

Support data pipeline development by contributing to and or leveraging existing architectural patterns to deliver the optimal product related to data; including but not limited to establishing and communicating design patterns, automation, recovery, and operational run books. Mentor other engineers. Cross functional collaboration and provide overall technical and thought leadership to other teams as needed.
Partner with product owners and business SMEs to analyze the business need and provide a supportable and sustainable engineered solution. Ensure that the overall technical solution is aligned with the business needs and adheres to ARC’s Architectural Guiding Principals.
Help drive the creation and modifications of the product portfolio components, identify and engage all technical resources necessary to contribute to the solution. Ensure the solution is consistent with ARC architecture, design and development standards.
Develop data pipelines using industry best practices. Make adjustments to adopt new methodologies that provide the business with increased flexibility and agility.
Stay current with latest cloud technologies, patterns, and methodologies; share knowledge by clearly articulating results and ideas to key stakeholders. May be required to present ideas to larger audience for review and buy-in.

Bachelor’s Degree in Computer Science or related field; or equivalent experience
3+ years of experience with full cycle application development (Full SDLC experience: design, development, delivery, etc.),
3+ years with Agile, Scrum, DevOps, and Continuous Integration and Continuous Delivery
3+ years of experience implementing modern applications using:
Cloud Based Solutions/Technologies (AWS, Google, Azure). AWS tech stack including, but not limited to, Lambda, API Gateway, DynamoDB, S3, Cloudwatch, SNS/SQS, Step Functions, Fargate
Implementation of modern application and infrastructure design patterns, including micro-services and containers, disposable, reactive, stateless and distributed patterns
Open source technologies including, but not limited to, NodeJS, OpenJDK, React, Python and NoSQL, DynamoDB database(s)
Familiarity with DevOps tools including, but not limited to, Terraform/Cloud formation, CI/CD pipe line tool like Jenkins, GIT, Jira, Confluence, Jenkins, Sonar, Nexus, automated test and deployment tools
Data warehouse platforms (such as Snowflake, and Redshift). Expertise with SQL, database design/structures, ETL/ELT design patterns, and datamart structures (star, snowflake schemas, etc.)
Experience w/Data Lake concepts and design patters (AWS S3, parquet, python, lambda, java, NoSQL
BI Technologies (such as Tableau, Jasper, Cognos, Qlik, Looker, and others)
Understanding of Data Management and Data governance best practices
You Will Also Bring These Professional Skills:
Proven ability to lead a group through an architectural development process and collaborate with stakeholders at all levels
Experience leading small technical teams to mentor and guide multiple-disciplined (full stack) technical teams
Ability to discover and define functional requirements and to transform them into technical requirements and solutions
Ability to influence technology strategy and best practices across peer and leadership groups to support an agile development culture
Outstanding communication skills (verbal and written) and ability to communicate with internal and external customers and all levels of management, including communicating technical information to nontechnical audiences
A strong intellectual curiosity to continually challenge what exists and explore what should be changed to best meet evolving business and market
A strong passion to support peers to help meet timelines on larger projects

Joining ARC means joining a team that is motivated, diverse, creative, collaborative and solutions-oriented. We think big, embrace challenges, and explore new ideas to lead the way for the travel industry.
Our employees value the hands-on learning and professional development opportunities that allow them to expand their skills and grow their career in new, dynamic ways.
We offer a highly competitive, comprehensive benefits package so you can worry less and focus on what truly matters.
By joining ARC, you will partner with top minds in the industry as we use data and technology to innovate how the world travels.
EOE M/F/D/V Females and Minorities Encouraged to Apply",3.9,"Airlines Reporting Corporation
3.9","Arlington, VA",-1,201 to 500 Employees,1984,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),-1,0,0,72,135,103.5,"Airlines Reporting Corporation
", VA,0,36,1,0,0,1,0
AI Data Scientist,"$85K-$137K
(Glassdoor est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

A chance to provide active support to our sponsor’s vital national security mission and to build MITRE’s capabilities in the artificial intelligence and machine learning arenas. This is a strategic leadership role with the successful candidate also advising and working to expand MITRE’s internal capabilities and programs in artificial intelligence and machine learning. The selected candidate will work with MITRE management and sponsors to enhance the robustness of MITRE AI/ML capabilities and to have direct input into immediate and long term AI/ML technical direction of multiple sponsors. While still having a technical focus on current AI/ML technology and trends, this role will have small group management responsibilities and requires knowledge. From the technical side, this role requires the ability to perform technical evaluation and selection of technologies and alternatives for infrastructure and specific applications, formulation of computational strategies and hands on implementation with real world datasets. Activities may include in-depth analysis of technology, planning and conducting experiments, prototypes and simulations, producing assessments, and creating repeatable workflows and underlying technology requirements. On the strategic side, this role requires technical team building and planning for long term growth of MITRE’s support to sponsors in the AI/ML arena. The role also requires the ability to communicate findings and impacts to a diverse audience, including senior decision makers. This is an opportunity to shape and have a long lasting impact on AI/ML for national security tasks.

Technical degree with experience in software engineering and prototyping for analytics.

Minimum of 8 years of experience in a technical field, including but not limited to: Computer Science, Data Science, Computational Analytics, Informatics, or Machine Learning.

Experience with Python, R, and Jupyter Notebooks

Strong analytic, inferencing, critical thinking, and creative problem-solving skills.

Small group leadership experience.

Self-starter with ability to work alone and to build a diverse team.

Strong communication skills and ability to explain technical concepts to non-technical and senior decision-makers

Understanding of systems engineering processes including requirements analysis

Current TS/SCI clearance with polygraph
Desired Skills

Doctorate in computational sciences or related field

Experience with data wrangling for analytics and machine learning

Familiarity with small scale and large scale AI/ML environments

Program strategy development and demonstrated leadership ability

Experience with cloud-based environments and other virtualization technologies

Current TS/SCI clearance with polygraph
Additional comments

Due to the nature of the work and the immediacy of the need, a mandatory requirement is an appropriate, active clearance (TS/SCI with polygraph as accepted by the task sponsor) for the work program.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"The MITRE Corporation
3.2","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1,0,0,85,137,111.0,"The MITRE Corporation
", VA,0,62,1,0,0,0,0
"Senior Staff Data Scientist, Applied AI - Visa Research","$112K-$178K
(Glassdoor est.)","As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.

At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.

You're an Individual. We're the team for you. Together, let's transform the way the world pays.

Visa Research conducts foundational and applied research on the most challenging problems in the payment industry and provides technical thought leadership for the company’s future. Applied AI team focusing on applying cutting-edge AI technology and create business impact to Visa.

POSITION SUMMARY

The Applied AI team in Visa Research is seeking a Senior Staff Data Scientist. This position will report to the Sr. Director of the Applied AI team. In this role, you will play a crucial role in leading projects, collaborating with multiple teams, and delivering solutions with business impact to Visa.

This role will interact with different stake holders, senior executives, research scientists, software engineers and architects, as well as external parties like merchants, financial institutes and senior directors in business team. You will discover opportunities, propose AI based solutions, create project plan, identify KPIs. You will also work closely with product engineers to deploy the solutions.

RESPONSIBILITIES
Solves unique and complex problems and projects to apply artificial intelligence to Visa’s network and solve pain points for our clients
Contributes multiple projects to achieve objectives, deliver innovative technologies, insights and products to Visa business units resolving significant product pain-points and create new growth opportunities
Drives progress despite ambiguity & ability to identify blockers ahead of time.
Identifies key KPIs and create SMART goals
Requires expertise in both Big Data and Deep Learning to carry out specific professional level work within a function, business unit or geography
Designs AI solution (model and implementation) specific to the problem at hand with limited guidance
Full accountability to deliver across team projects spanning multiple domains.
Collaborate across Visa with different teams, business units, software engineering, research scientists & architects
Identifies opportunities in current products/services that can be addressed using AI
Influence, design AI components and execute the development of identified opportunities.
Identifies synergies & leverage them across solutions.
Work with product development (engineering) to ensure deployment of solutions. Deliver prototypes and production code based on need.
Contributes to development of functional strategy and recommend product or service improvement
Stays current in new technologies and champions testing them.
Operates with limited guidance in a complex environment
Delivers business interpretation of results to product and business teams. Put together material to present the solution to business partners.
Understands the product, project and technologies. Strategical thinking on how a product fits with the rest of Visa’s ML and AI offerings.
Basic Qualifications
PhD degree in computer science, computer engineering, electrical engineering, mathematics, or equivalent field with a focus on Deep Learning, Machine Learning, Data Mining, Statistical or other mathematical analysis.
Preferred Qualifications
Strong knowledge of machine learning and deep learning:
Extensive experience with different Deep Learning structures like RNN, CNN etc
Experience with TensorFlow is a plus
Strong understanding of algorithms and data structures
Strong knowledge of Big Data:
Extensive experience with Big Data tools like MapReduce, Hive and Spark
Daily work experience with large datasets with trillions of records
Strong programming skills such as Python, Scala, and Java
Advanced understanding of Visa Datasets is a plus
Expertise in implementing algorithms published in research papers and developing customized algorithms
Strong verbal and written communication skills.
Experience in creation of efficient & resilient AI pipelines to put solutions to production
Knowledge of more than one business/functional area
Experience in payments or related industry is a plus
Publications or presentation in recognized Machine Learning and Data Mining journals/conferences is a plus.
Travel Requirements This position requires the incumbent to travel for work 5% of the time.

Mental/Physical Requirements This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, and reach with hands and arms.

EEO Statement Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.",3.7,"Visa Inc.
3.7","Austin, TX",-1,10000+ Employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1,0,0,112,178,145.0,"Visa Inc.
", TX,0,62,1,0,1,0,0
Senior Healthcare Analyst/Data Scientist,"$52K-$92K
(Glassdoor est.)","This position is responsible for collaborating with clients, operational leads and subject matter experts to develop and implement tactics and strategy for optimizing profitability, clinical performance, member and provider satisfaction and client satisfaction by developing and leveraging analytic tools, financial models and reports, marketing and outreach. In addition to being an expert SAS, Tableau and Excel developer, each Lead Healthcare Analyst is responsible for maintaining close collaborative relationships with one or more DentaQuest Regional Vice Presidents and all client and provider directors and managers within the states in the assigned region, and for presenting recommendations, strategies and findings. The Lead Healthcare Analyst will organize, lead and support efforts to measure, analyze and report on trends enterprise-wide related to provider utilization, reimbursements, access to care, cost management, etc. and identify and promote strategies to positively influence access to quality, cost effective care and improved program performance. This individual will also work with other areas of the company, including Underwriting, Provider Services, Clinical Management and Client Services to assist in the understanding of provider cost and network trends impacting program costs and profitability and to recommend strategies for improvement wherever possible.

PRIMARY JOB RESPONSIBILITIES:
• Lead point of contact for a DentaQuest business region.
• Responsible for tactical and strategic partnership with a Regional Vice President in identifying, interpreting, prioritizing, designing and procuring analyses guide business decisions.
• Responsible for partnering with business and clinical teams and other internal clients and resources to enable and execute impactful, accurate business analytics.
• Lead analytic projects and coordinate teams of analysts and programmers to deliver on internal client needs.
• Develop, maintain and enforce compliance with project and campaign plans.
• Use SAS, Python, R and other tools to analyze complex business challenges and help to define best practices for:
o Outcomes measurement
o Provider optimization
o Benefit structures and algorithms
o System edits, fraud detection, UM and UR
o Member behavior management
• Present technical findings and methodologies and present recommendations to senior clients in written and visual presentations.
• Provide mentoring and support to analysts to assist in their development and ability to meet department needs.
• Monitor and track provider reimbursements to identify strategies to ensure access and profitability targets are met in a manner that is consistent with quality, cost effective care.
• Work with other internal departments as necessary to develop strategies and programs to manage dental costs within each market to assure profitability and budgetary goals are met.
• Provide recommendations on department policies, objectives and initiatives. Evaluate and suggest changes as necessary to optimize processes and efficiencies.
• Participate in special projects as needed or requested.
• Adhere to DentaQuest and Business Analytics business processes, SOPs and quality control standards.

REQUIRED:
• Bachelors degree in Computer Science, Math, Finance, Economics or business-related field or equivalent experience.
• 5+ years experience in data management, analysis and reporting to include experience with combining clinical and financial data.
• Advanced experience with database and business intelligence tools such as SAS, Python, R, Tableau, Cognos, MS Report Manager and Report Builder.
• Experience designing and implementing complex algorithms and/or quality metrics.
• Knowledge of health care industry is preferred.
• Strong foundation in statistical theory and practice required.
• Demonstrated ability to analyze and solve complex problems.
• Excellent PC skills with proficiency in Excel essential.
• Strong customer service and analytical skills.
• Strong time management and business process skills.
• Ability work well with others.
• Ability to meet multiple deadlines in a fast-paced environment.

PHYSICAL DEMANDS:
• Ability to work in a traditional professional office setting or remote equivalent.
• Ability to effectively operate computer equipment.
• Work schedule may vary and is determined by project schedules.
• Ability to travel as projects dictate.
• Ability to efficiently operate all job-related office equipment.
• Ability to communicate via telephone and work in virtual teams.
• Ability to work in a dynamic environment.",3.2,"DentaQuest Ventures, Inc.
3.2","Milwaukee, WI",-1,1001 to 5000 Employees,2001,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,0,0,52,92,72.0,"DentaQuest Ventures, Inc.
", WI,0,19,1,0,0,0,1
Data Analyst,"$34K-$64K
(Glassdoor est.)","At TrialCard, our passion is success - success for clients, success for us. You’ll notice who comes first. We’re committed to providing solutions, through innovation and unparalleled customer support, to the pharmaceutical industry to improve access and affordability of their medicines to patients. We work tirelessly on the behalf of our clients, because when they succeed, so do we.
The Data Analyst will support internal stakeholders through the aggregation of data for reporting and analytical purposes. The candidate must have the ability to manipulate and normalize data in a way that helps support accurate reporting and foster operational standardization. The Data Analyst will also work cross-functionally to gather and translate requirements across business units creating synergies and developing efficiencies.
The candidate must be an excellent communicator (both orally and written) and be able to effectively foster interactive collaboration and discussions among clients and internal TrialCard teams. The Data Analyst must be able to present analyses and conclusions in a logical and clear manner and must be able to effectively work as part of a team.

Assists program managers with ad-hoc and standardized reports through data manipulation and raw data extracts.
Works directly with business users and decision-makers to gather and document requirements and define scope to ensure accurate development of reporting solutions.
Works primarily within SQL, Excel, and MicroStrategy platforms for data manipulation.
Performs continuous audits to ensure standard, consistent, and quality master data in catering systems is valid and correct.
Supports and maintains current Quality Assurance Program to ensure continued effectiveness within the department.
Identifies additional data, reporting and analytic opportunities to support our pharmaceutical clients and scope work necessary to fulfill them.
Maintains master data lists through additions and revisions when identified by the business users.
Performs and documents procedures for data preparation including data cleaning, standardization and analysis.
Develops and maintains operational dashboards for key decision-makers.
Standardizes and cleanses raw data using predefined rules as well as establishing new rules as needed.
Translates business requirements into reporting requirements/mock-ups for BI and MicroStrategy teams.

Bachelor’s degree in Math, Statistics, Economics, Finance, Computer Science, Engineering or similar discipline.
Must have 2+ years of related data-management, analytics, or business intelligence experience.
Solid technical writing skills; ability to clearly and completely articulate work to be done and describe tasks using proper terminology.
Experience interpreting data and presenting meaningful, client-ready business insights.
Demonstrated application of analytical skills.
Mid-level proficiency in SQL programming and common query optimization techniques for data extraction.
Advanced Excel and/or Access skills. (e.g., VLOOKUP, SUMIF, Macros)
Understanding of dimensional data modeling concepts, as well as data warehousing design highly desirable.
Experience designing and implementing enterprise business intelligence solutions using Microstrategy, Microsoft SSRS or similar highly desirable.
Knowledge of the pharmaceutical industry highly desirable.
Knowledge of direct marketing highly desirable.
Experience in the healthcare industry is highly desirable.",3.2,"TrialCard, Inc.
3.2","Morrisville, NC",-1,1001 to 5000 Employees,2001,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),-1,0,0,34,64,49.0,"TrialCard, Inc.
", NC,0,19,0,0,0,0,1
Data Analyst (Informatica),"$60K-$106K
(Glassdoor est.)","Location: Carmel, Indiana, Eagan, Minnesota, or Little Rock, Arkansas

We’re still hiring! MISO has adapted our recruiting and onboarding processes to accommodate the needs of our prospective employees in light of the current conditions. At MISO, we are committed to the health and safety of our employees while maintaining a reliable bulk electric system. We are proud to offer #workfromhome options to our employees. #stillhiring #hiring

MISO is hiring an experienced Data Analyst to maximize the use of our data so teams can efficiently and effectively make data-driven decisions while managing risks and costs. Connect users with trusted data to drive insights and allow easy access to that data. Work in an Agile environment, help oversee best practices, and work on newer technologies and tools from Informatica and IBM Netezza. This role has the ability to impact the power grid and how important business decisions are made!

As MISO’s Data Analyst, you will:
Oversee and perform ETL development work
Help define and drive the team to use ETL development best practices and standards
Create Informatica workflows to expand the data warehouse
Gather and understand business requirements from both internal MISO departments and external stakeholders supporting data decision making and driving the best outcomes
Understand and demonstrate data management best practices
Participate in a production support rotation for one week a month during business hours
We’re looking for extensive knowledge and experience in the following:
ETL development using Informatica
Data warehousing experience
SQL (or NoSQL database experience such as MongoDB)
IBM Netezza/NPS familiarity
At least 5 years’ experience in a data analyst role
Bachelor’s Degree in a technical-related field or equivalent work experience
Appropriate level will be determined based upon experience and knowledge.

Transformative innovation is happening in the electric industry; from digitalizing homes and distributed resources, to renewable energy and an ever-changing grid. MISO manages the electricity superhighway in the Central U.S. and through use of groundbreaking research and advanced technology, our highly skilled employees ensure power flows reliably to 42 million Americans. Operating the electricity grid, running a robust energy market, planning for a bright future– it’s what our immensely talented and dedicated team does every day.

Watch MISO's 80 Second Video",3.2,"Midcontinent Independent System Operator, Inc.
3.2","Carmel, IN",-1,501 to 1000 Employees,1998,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,0,0,60,106,83.0,"Midcontinent Independent System Operator, Inc.
", IN,0,22,0,0,0,0,0
Data Scientist,"$117K-$140K
(Glassdoor est.)","Why We Work at Dun & Bradstreet


We are at a transformational moment in our company journey - and we’re so excited about it. Each day, we are finding new ways to strengthen our award-winning culture, and to accelerate creativity, innovation and growth. Our purpose is to help customers improve business performance with Dun & Bradstreet’s Data Cloud and Live Business Identity, and we’re wildly passionate and committed to this purpose. So, if you’re looking to make an immediate impact at a company that welcomes bold and diverse thinking, come join us!



As a Data Scientist, you will develop novel solutions to market-driven problems using knowledge of the latest ML techniques, rigorous statistical analysis, and practical experience on previous data science projects. You will collaborate with internal and external stakeholders (external customers, other D&B data scientists, sales team members, business unit product leaders, development teams, and global partners) to understand business needs and technical requirements.

You will also:
Serve as a Subject Matter Expert on internal D&B data, and estimation of business size.
Participate and support other teams as needed for all aspects of model development, including design, model implementation, validation, calibration, documentation, product implementation, monitoring, and reporting
Research complex business issues and recommend solutions, including customer data input requirements, other required data sets, modeling approaches, and end products
Basic Qualifications:
Masters in a quantitative / applied field (Engineering, Computer Science, Operations Research, Mathematics, Data Science, Economics, Statistics).
2+ years of experience in data science roles.
Strong knowledge of programming and modeling using Python, R, or SAS.
Strong SQL skills and experience working with large data sets.
Experience working collaboratively, including building and maintaining relationships with internal and external stakeholders/clients.
Experience advising a team on innovative methodologies, data science tools, and environments.
Experience communicating complex ideas to both a technical and non-technical audience.
Experience applying modern machine learning techniques.
Preferred Qualities
Creative and inquisitive in nature, flexibility to learn and apply new methodologies.
Strong writing skills.
Dun & Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.

We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.

Please note that all Dun & Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun & Bradstreet will come from an email address ending in @dnb.com.",3.0,"The Dun & Bradstreet Corporation
3.0","Austin, TX",-1,1001 to 5000 Employees,1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1,0,0,117,140,128.5,"The Dun & Bradstreet Corporation
", TX,0,179,1,0,0,0,0
Senior Research Statistician- Data Scientist,"$99K-$110K
(Glassdoor est.)","Acuity is seeking a Senior Research Statistician- Data Scientist to use statistical knowledge and research skills to solve business problems. The Research Statistician will develop, implement, and interpret statistical models with a strong emphasis on data mining and statistical/predictive modeling. Provides work direction.
ESSENTIAL FUNCTIONS:
Identifies and acquires additional data sources, both internal and external, that can be used to enhance analyses.
Lead the development of analytical models to drive superior business outcomes.
Develop in-depth understanding of drivers for optimization by utilizing statistics and data mining techniques.
Using latest PC tools, develop, enhance and monitor reports and models for other business areas.
Evaluate and use Data Mining Tools.
Support, train, encourage, consult other areas in the company and provide actionable information to management.
Continually monitor database information and future needs.
Explore and acquire data from outside sources.
Use database tools to support other departments
Regular and predictable attendance.
Perform other duties as assigned.
EDUCATION:
Masters/PhD in Statistics, Mathematics, Economics, Operations Research or Computer Science
EXPERIENCE:
5 years P&C insurance, modelling and project leader experience. Programming skills including SAS and R.
OTHER QUALIFICATIONS:
Strong interpersonal, quantitative, problem-solving, computer and conceptual skills.
Aptitude in predictive modeling, multivariate analysis, statistical modeling, data mining techniques and mathematical statistics.
Ability to apply strong programming and data management skills.
Knowledge of and experience with at least one major computer programming language or advanced syntax in a major statistical package.
This job is classified as exempt.",4.8,"Acuity, A Mutual Insurance Company
4.8","Sheboygan, WI",-1,1001 to 5000 Employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,99,110,104.5,"Acuity, A Mutual Insurance Company
", WI,0,95,0,0,0,0,0
